h3_cell,previous_28d,current_28d,hotspot_status,change_28d,pct_change_28d,hotspot_score,precinct_norm,selection_type,selection_name,previous_hotspot_threshold,current_hotspot_threshold,previous_28d_start,previous_28d_end,current_28d_start,current_28d_end,latitude,longitude,neighborhood,nearest_intersection
882ab2cec9fffff,2,6,Emerging Hotspot,4,200.0,12.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3574279101944,-83.1105133991049,Petoskey-Otsego,W I 96 Service Drive & W Grand Blvd
882ab2c0cbfffff,1,4,Emerging Hotspot,3,300.0,8.5,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4470956827514,-83.0790821427615,Butler,Fleming St & E 8 Mile Rd
882ab2ce65fffff,2,4,Emerging Hotspot,2,100.0,7.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4071639391402,-83.1877625171532,Bethune Community,Puritan St & Hubbell St
882ab2c0d7fffff,1,3,Emerging Hotspot,2,200.0,6.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.42827978006765,-83.0792650004535,Northeast Central District,E Grixdale St & Goddard St
882ab2c585fffff,1,3,Emerging Hotspot,2,200.0,6.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3249460395584,-83.0564648541344,West Side Industrial,6th St & Riverfront Dr
882ab2c66dfffff,1,3,Emerging Hotspot,2,200.0,6.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4361962904987,-82.9654131082091,Regent Park,Maddelein St & Crusade St
882ab2cc61fffff,1,3,Emerging Hotspot,2,200.0,6.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3611596478804,-83.226246313219,Franklin Park,Artesian St & Joy Rd
882ab2cc6bfffff,1,3,Emerging Hotspot,2,200.0,6.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3578434353762,-83.2168902458939,Franklin Park,Joy Rd & S M 39 Service Drive
882ab2ce57fffff,1,3,Emerging Hotspot,2,200.0,6.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3859734201848,-83.1339608753184,Russell Woods,Petoskey Ave & W Davison St
882ab2c193fffff,2,3,Emerging Hotspot,1,50.0,4.5,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4169437403662,-83.1603122492298,Schulze,W McNichols Rd & Wyoming St
882ab2c41dfffff,2,3,Emerging Hotspot,1,50.0,4.5,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3588179546498,-82.9826841161272,East Village,E Jefferson Ave & Pennsylvania St
882ab2c449fffff,2,3,Emerging Hotspot,1,50.0,4.5,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3906958639887,-82.9745401571094,Chandler Park,Cope St & E Warren Ave
882ab2c759fffff,2,3,Emerging Hotspot,1,50.0,4.5,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.429528610671994,-82.98540618260719,Franklin,Pelkey St & Greiner St
882ab2ce5bfffff,2,3,Emerging Hotspot,1,50.0,4.5,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3886209069811,-83.1151922896919,Dexter-Linwood,Fullerton St & Linwood St
882ab2c60bfffff,10,15,Persistent Hotspot,5,50.0,27.75,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4071065301122,-82.9271565989737,Cornerstone Village,Guilford St & E Warren Ave
882ab2c58dfffff,24,18,Persistent Hotspot,-6,-25.0,24.3,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3325162414365,-83.0493954373665,Downtown,John R St & Woodward Ave
882ab2cf09fffff,4,9,Persistent Hotspot,5,125.0,19.65,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4039882458279,-83.2259135822917,Rosedale Park,Grand River Ave & Glastonbury Ave
882ab2c63dfffff,3,7,Persistent Hotspot,4,133.33,15.45,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3981866734714,-82.9558389011593,Chandler Park-Chalmers,Lakepointe St & E Warren Ave
882ab2c517fffff,9,8,Persistent Hotspot,-1,-11.11,10.8,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3547448078777,-83.0636943175046,Midtown,W Hancock St & Woodward Ave
882ab2cc6dfffff,3,5,Persistent Hotspot,2,66.67,9.75,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3695246359902,-83.232456191969,Franklin Park,Orangelawn St & Warwick St
882ab2ce91fffff,3,5,Persistent Hotspot,2,66.67,9.75,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3159925152635,-83.10919122344384,Central Southwest,W Vernor Hwy & Infantry St
882ab2cf53fffff,3,5,Persistent Hotspot,2,66.67,9.75,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.393900927103,-83.2015047170285,Greenfield-Grand River,Acacia St & Forrer St
882ab2c589fffff,4,5,Persistent Hotspot,1,25.0,8.25,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3313368677451,-83.0421009226148,Downtown,Randolph St & Cadillac Sq
882ab2c5ebfffff,4,5,Persistent Hotspot,1,25.0,8.25,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3369889568907,-83.0517817737465,Downtown,Woodward Ave & E Adams Ave
882ab2c199fffff,7,6,Persistent Hotspot,-1,-14.29,8.1,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.432272052104295,-83.160486007446,Bagley,Washburn St & W 7 Mile Rd
882ab2c651fffff,8,6,Persistent Hotspot,-2,-25.0,8.1,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4146481955432,-82.9127833510084,Cornerstone Village,Mack Ave & Calvin Ave
882ab2cf61fffff,8,6,Persistent Hotspot,-2,-25.0,8.1,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4146741898092,-83.2568507845596,Oak Grove District 1,Chapel St & W McNichols Rd
882ab2ce55fffff,14,5,Persistent Hotspot,-9,-64.29,6.75,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3924332084077,-83.1397130917558,Oakman Blvd Community,Kendall St & Livernois Ave
882ab2ce99fffff,6,5,Persistent Hotspot,-1,-16.67,6.75,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3198301345242,-83.0971541555232,Central Southwest,W Vernor Hwy & McKinstry St
882ab2c081fffff,8,4,Persistent Hotspot,-4,-50.0,5.4,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4323337518457,-83.100222924548,Nolan,Keating St & E 7 Mile Rd
882ab2c1b3fffff,4,4,Persistent Hotspot,0,0.0,5.4,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.41434539280845,-83.19187635251706,Hubbell-Puritan,Robson St & W McNichols Rd
882ab2c631fffff,7,4,Persistent Hotspot,-3,-42.86,5.4,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3869708078483,-82.9497958908939,Fox Creek,Mack Ave & Manistique St
882ab2c657fffff,7,4,Persistent Hotspot,-3,-42.86,5.4,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4083309050742,-82.9203776544084,Cornerstone Village,E Warren Ave & Lodewyck St
882ab2ce51fffff,6,4,Persistent Hotspot,-2,-33.33,5.4,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3909329578329,-83.1254968552373,Dexter-Linwood,Dexter Ave & Waverly
882ab2cf55fffff,7,4,Persistent Hotspot,-3,-42.86,5.4,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.40116095310875,-83.21831518089455,Crary/St Marys,Grand River Ave & Ashton Rd
882ab2c761fffff,3,3,Persistent Hotspot,0,0.0,4.05,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4384549401626,-83.04371480168,Farwell,E Lantz St & Mound Rd
882ab2cc41fffff,5,3,Persistent Hotspot,-2,-40.0,4.05,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3634942640829,-83.197222222757,Joy Community,Greenfield Rd & W Chicago St
882ab2ce61fffff,6,3,Persistent Hotspot,-3,-50.0,4.05,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4039669003558,-83.1770453257813,Bethune Community,Schaefer Hwy & Keeler Ave
882ab2ce6bfffff,4,3,Persistent Hotspot,-1,-25.0,4.05,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4025284332423,-83.1651004313549,Bethune Community,Fenkell St & Wyoming St
882ab2c0adfffff,4,2,Declining Hotspot,-2,-50.0,2.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4370310784254,-83.1416885783729,Sherwood Forest,Livernois Ave & Saint Martins Ave
882ab2c437fffff,3,2,Declining Hotspot,-1,-33.33,2.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.34172506144085,-83.0145488213913,Rivertown,E Larned St & McDougall St
882ab2c503fffff,6,2,Declining Hotspot,-4,-66.67,2.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3690367401692,-83.0721031760376,Milwaukee Junction,Piquette St & Brush St
882ab2c511fffff,9,2,Declining Hotspot,-7,-77.78,2.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3601854216103,-83.0590853182331,Medical Center,Brush St & E Warren Ave
882ab2c539fffff,8,2,Declining Hotspot,-6,-75.0,2.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3630058836639,-83.0833861200632,Elijah McCoy,W Baltimore St & 3rd St
882ab2c5e1fffff,4,2,Declining Hotspot,-2,-50.0,2.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3394921948913,-83.0664991055863,Midtown,Grand River Ave & S M 10
882ab2c5e3fffff,4,2,Declining Hotspot,-2,-50.0,2.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3323027840917,-83.057812497388,Downtown,Bagley St & 3rd St
882ab2c719fffff,3,2,Declining Hotspot,-1,-33.33,2.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4085834761448,-82.9950846370677,Gratiot-Findlay,Gunston St & Gratiot Ave
882ab2c747fffff,4,2,Declining Hotspot,-2,-50.0,2.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4340962002179,-83.0209419277825,Nortown,Van Dyke St & E 7 Mile Rd
882ab2cc93fffff,3,2,Declining Hotspot,-1,-33.33,2.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.2666572840668,-83.1560066412194,Boynton,S Annabelle St & Omaha St
882ab2ce07fffff,7,2,Declining Hotspot,-5,-71.43,2.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3805794690386,-83.16476764865536,Grand River-I96,Grand River Ave & Griggs St
882ab2ce81fffff,4,2,Declining Hotspot,-2,-50.0,2.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3330138706291,-83.128231558375,Claytown,Braden St & Michigan Ave
882ab2d5b3fffff,4,2,Declining Hotspot,-2,-50.0,2.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4351378710972,-82.9776864504547,Franklin,Chalmers St & E 7 Mile Rd
882ab2c091fffff,8,1,Declining Hotspot,-7,-87.5,1.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4182522924941,-83.0859121149747,North Campau,Riopelle St & E McNichols Rd
882ab2c191fffff,3,1,Declining Hotspot,-2,-66.67,1.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4242003517172,-83.1649535659357,Schulze,Margareta St & Manor St
882ab2c1b7fffff,3,1,Declining Hotspot,-2,-66.67,1.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.415851144836296,-83.20139796128575,Crary/St Marys,Greenfield Rd & Verne St
882ab2c523fffff,3,1,Declining Hotspot,-2,-66.67,1.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.366259407536,-83.10189835157205,LaSalle Gardens,14th St & W Euclid St
882ab2c5c7fffff,5,1,Declining Hotspot,-4,-80.0,1.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3340146833249,-83.0431303273926,Greektown,Beaubien St & E Lafayette St
882ab2c5e9fffff,5,1,Declining Hotspot,-4,-80.0,1.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.346487742123,-83.0580336249676,Midtown,Eliot St & Woodward Ave
882ab2ce11fffff,3,1,Declining Hotspot,-2,-66.67,1.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3701028259959,-83.1375400682051,Nardin Park,Belleterre St & Burlingame St
882ab2c1abfffff,3,0,Declining Hotspot,-3,-100.0,0.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4376042559743,-83.20252022227055,Greenfield,Mansfield St & Vassar Ave
882ab2c50dfffff,3,0,Declining Hotspot,-3,-100.0,0.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3828224535503,-83.07910903822636,North End,Holbrook St & Fraser Pl
882ab2c5c3fffff,4,0,Declining Hotspot,-4,-100.0,0.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3364259425427,-83.0292011368974,Lafayette Park,Saint Aubin St & E Larned St
882ab2c603fffff,3,0,Declining Hotspot,-3,-100.0,0.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4029894505433,-82.9399556381637,Morningside,Audubon Rd & E Warren Ave
882ab2c61dfffff,3,0,Declining Hotspot,-3,-100.0,0.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4013216575509,-82.9277006185038,East English Village,Harvard Rd & Waveney St
882ab2c639fffff,3,0,Declining Hotspot,-3,-100.0,0.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.396523205589645,-82.94466548995295,Morningside,E Warren Ave & Berkshire St
882ab2cab3fffff,4,0,Declining Hotspot,-4,-100.0,0.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.424486086913,-83.2738298612168,Seven Mile-Rouge,Shiawassee Dr & Margareta St
882ab2cc43fffff,3,0,Declining Hotspot,-3,-100.0,0.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3570481056041,-83.1935237234267,Fiskhorn,Prest St & Joy Rd
882ab2cc49fffff,3,0,Declining Hotspot,-3,-100.0,0.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3704358941496,-83.1899171234106,Plymouth-Hubbell,Plymouth Rd & Strathmoor St
882ab2ce0bfffff,5,0,Declining Hotspot,-5,-100.0,0.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3864830288736,-83.14163828555306,Oakman Blvd Community,Ewald Cir & W Davison St
882ab2ce25fffff,4,0,Declining Hotspot,-4,-100.0,0.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3870329748074,-83.1981637461412,Schoolcraft Southfield,Greenfield Rd & Schoolcraft St
882ab2cf69fffff,3,0,Declining Hotspot,-3,-100.0,0.0,ALL,Crime Type,FRAUD,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4214555577434,-83.2461344447349,Holcomb Community,Orchard St & Westbrook St
882ab2cec9fffff,3,0,Declining Hotspot,-3,-100.0,0.0,10,Crime Type,HEALTH AND SAFETY,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3574279101944,-83.1105133991049,Petoskey-Otsego,W I 96 Service Drive & W Grand Blvd
882ab2c0dbfffff,0,4,New Hotspot,4,,10.0,11,Crime Type,HEALTH AND SAFETY,3,4,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4331387024329,-83.0622209405383,Farwell,Ryan Rd & E 7 Mile Rd
882ab2c0dbfffff,0,4,New Hotspot,4,,10.0,ALL,Crime Type,HEALTH AND SAFETY,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4331387024329,-83.0622209405383,Farwell,Ryan Rd & E 7 Mile Rd
882ab2cec9fffff,3,0,Declining Hotspot,-3,-100.0,0.0,ALL,Crime Type,HEALTH AND SAFETY,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3574279101944,-83.1105133991049,Petoskey-Otsego,W I 96 Service Drive & W Grand Blvd
882ab2c5e3fffff,2,6,Emerging Hotspot,4,200.0,12.0,03,Crime Type,INVASION OF PRIVACY -OTHER,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3323027840917,-83.057812497388,Downtown,Bagley St & 3rd St
882ab2c58dfffff,1,3,Emerging Hotspot,2,200.0,6.0,03,Crime Type,INVASION OF PRIVACY -OTHER,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3325162414365,-83.0493954373665,Downtown,John R St & Woodward Ave
882ab2c517fffff,5,3,Persistent Hotspot,-2,-40.0,4.05,03,Crime Type,INVASION OF PRIVACY -OTHER,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3547448078777,-83.0636943175046,Midtown,W Hancock St & Woodward Ave
882ab2c535fffff,3,0,Declining Hotspot,-3,-100.0,0.0,03,Crime Type,INVASION OF PRIVACY -OTHER,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3603122330898,-83.0999457306279,NW Goldberg,Linwood St & W Grand Blvd
882ab2c513fffff,3,1,Declining Hotspot,-2,-66.67,1.0,07,Crime Type,INVASION OF PRIVACY -OTHER,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3499880586953,-83.0523699915006,Medical Center,Beaubien St & Mack Ave
882ab2c191fffff,3,0,Declining Hotspot,-3,-100.0,0.0,12,Crime Type,INVASION OF PRIVACY -OTHER,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4242003517172,-83.1649535659357,Schulze,Margareta St & Manor St
882ab2c5e3fffff,2,6,Emerging Hotspot,4,200.0,12.0,ALL,Crime Type,INVASION OF PRIVACY -OTHER,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3323027840917,-83.057812497388,Downtown,Bagley St & 3rd St
882ab2c58dfffff,1,3,Emerging Hotspot,2,200.0,6.0,ALL,Crime Type,INVASION OF PRIVACY -OTHER,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3325162414365,-83.0493954373665,Downtown,John R St & Woodward Ave
882ab2c517fffff,5,3,Persistent Hotspot,-2,-40.0,4.05,ALL,Crime Type,INVASION OF PRIVACY -OTHER,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3547448078777,-83.0636943175046,Midtown,W Hancock St & Woodward Ave
882ab2c513fffff,4,2,Declining Hotspot,-2,-50.0,2.0,ALL,Crime Type,INVASION OF PRIVACY -OTHER,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3499880586953,-83.0523699915006,Medical Center,Beaubien St & Mack Ave
882ab2c191fffff,3,0,Declining Hotspot,-3,-100.0,0.0,ALL,Crime Type,INVASION OF PRIVACY -OTHER,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4242003517172,-83.1649535659357,Schulze,Margareta St & Manor St
882ab2c535fffff,3,0,Declining Hotspot,-3,-100.0,0.0,ALL,Crime Type,INVASION OF PRIVACY -OTHER,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3603122330898,-83.0999457306279,NW Goldberg,Linwood St & W Grand Blvd
882ab2cf5bfffff,0,3,New Hotspot,3,,7.5,02,Crime Type,LARCENY,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.40150199439465,-83.1960751937683,Hubbell-Lyndon,Greenfield Rd & Chalfonte St
882ab2ce63fffff,1,5,Emerging Hotspot,4,400.0,11.0,02,Crime Type,LARCENY,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3999591437535,-83.17074921794016,Bethune Community,Chalfonte St & Appoline St
882ab2ce67fffff,1,4,Emerging Hotspot,3,300.0,8.5,02,Crime Type,LARCENY,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3996165391759,-83.1843121901417,Bethune Community,Ardmore St & Lyndon St
882ab2ce05fffff,1,3,Emerging Hotspot,2,200.0,6.0,02,Crime Type,LARCENY,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3882598193478,-83.1682260572062,Happy Homes,Schoolcraft St & Meyers Rd
882ab2ce2bfffff,2,3,Emerging Hotspot,1,50.0,4.5,02,Crime Type,LARCENY,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3832082862042,-83.1757081426057,Grand River-I96,Grand River Ave & Lesure St
882ab2cee1fffff,2,3,Emerging Hotspot,1,50.0,4.5,02,Crime Type,LARCENY,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3535457172177,-83.14652998379975,Midwest,Belton St & Roselawn St
882ab2cc43fffff,3,3,Persistent Hotspot,0,0.0,4.05,02,Crime Type,LARCENY,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3570481056041,-83.1935237234267,Fiskhorn,Prest St & Joy Rd
882ab2ce35fffff,4,3,Persistent Hotspot,-1,-25.0,4.05,02,Crime Type,LARCENY,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3658503442388,-83.1764897287986,Barton-McFarland,Hartwell St & W Chicago St
882ab2ce39fffff,4,3,Persistent Hotspot,-1,-25.0,4.05,02,Crime Type,LARCENY,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3735129829966,-83.1585663314181,Barton-McFarland,Plymouth Rd & Wyoming St
882ab2cc49fffff,3,2,Declining Hotspot,-1,-33.33,2.0,02,Crime Type,LARCENY,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3704358941496,-83.1899171234106,Plymouth-Hubbell,Plymouth Rd & Strathmoor St
882ab2ce65fffff,3,2,Declining Hotspot,-1,-33.33,2.0,02,Crime Type,LARCENY,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4071639391402,-83.1877625171532,Bethune Community,Puritan St & Hubbell St
882ab2ce07fffff,4,1,Declining Hotspot,-3,-75.0,1.0,02,Crime Type,LARCENY,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3805794690386,-83.16476764865536,Grand River-I96,Grand River Ave & Griggs St
882ab2ce2dfffff,3,1,Declining Hotspot,-2,-66.67,1.0,02,Crime Type,LARCENY,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3943851869428,-83.1906048808923,Hubbell-Lyndon,Whitcomb St & Lyndon St
882ab2ce3dfffff,5,1,Declining Hotspot,-4,-80.0,1.0,02,Crime Type,LARCENY,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3755502420246,-83.1706008487181,Pride Area Community,Wadsworth St & Appoline
882ab2ce6dfffff,4,1,Declining Hotspot,-3,-75.0,1.0,02,Crime Type,LARCENY,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4118076305669,-83.1797983731317,Harmony Village,Schaefer Hwy & W McNichols Rd
882ab2ceebfffff,4,1,Declining Hotspot,-3,-75.0,1.0,02,Crime Type,LARCENY,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.351688005481904,-83.1367079993483,Midwest,Wetherby St & Tireman St
882ab2cc5dfffff,3,0,Declining Hotspot,-3,-100.0,0.0,02,Crime Type,LARCENY,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3536888078032,-83.1784750395891,Joy-Schaefer,Belton St & Carlin St
882ab2c539fffff,3,9,Emerging Hotspot,6,200.0,18.0,03,Crime Type,LARCENY,6,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3630058836639,-83.0833861200632,Elijah McCoy,W Baltimore St & 3rd St
882ab2c5ebfffff,5,10,Emerging Hotspot,5,100.0,17.5,03,Crime Type,LARCENY,6,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3369889568907,-83.0517817737465,Downtown,Woodward Ave & E Adams Ave
882ab2c5c7fffff,13,17,Persistent Hotspot,4,30.77,28.95,03,Crime Type,LARCENY,6,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3340146833249,-83.0431303273926,Greektown,Beaubien St & E Lafayette St
882ab2c5e3fffff,16,17,Persistent Hotspot,1,6.25,24.45,03,Crime Type,LARCENY,6,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3323027840917,-83.057812497388,Downtown,Bagley St & 3rd St
882ab2c58dfffff,18,18,Persistent Hotspot,0,0.0,24.3,03,Crime Type,LARCENY,6,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3325162414365,-83.0493954373665,Downtown,John R St & Woodward Ave
882ab2c5e1fffff,10,8,Persistent Hotspot,-2,-20.0,10.8,03,Crime Type,LARCENY,6,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3394921948913,-83.0664991055863,Midtown,Grand River Ave & S M 10
882ab2c5e9fffff,11,7,Declining Hotspot,-4,-36.36,7.0,03,Crime Type,LARCENY,6,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.346487742123,-83.0580336249676,Midtown,Eliot St & Woodward Ave
882ab2c517fffff,13,6,Declining Hotspot,-7,-53.85,6.0,03,Crime Type,LARCENY,6,8,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3547448078777,-83.0636943175046,Midtown,W Hancock St & Woodward Ave
